,max_P,utility,inertia,reliability
0,0.19925048619822852,0.4845879937048351,0.98989898989899,1.0000000000000007
1,0.18530860589538933,0.4635865085340114,0.98989898989899,1.0000000000000007
2,0.21951034479148407,0.5048171063031366,0.98989898989899,1.0000000000000007
3,0.1698473516112519,0.4517769899448086,0.9797979797979798,1.0000000000000007
4,0.2067670341095798,0.4933980206905543,0.98989898989899,1.0000000000000007
5,0.1496227627711516,0.40333538715638173,0.9797979797979798,1.0000000000000007
6,0.11984528014557064,0.3026519555596227,1.0,1.0000000000000007
7,0.17972022852875022,0.4703219488922449,0.9696969696969697,1.0000000000000007
8,0.23555959879786556,0.5146293601650983,0.98989898989899,1.0000000000000007
9,0.12997580241251563,0.3479941360193449,0.98989898989899,1.0000000000000007
10,0.19848444754881034,0.5009671483225886,0.9797979797979798,1.0000000000000007
11,0.14710161262037058,0.3963253577554454,0.98989898989899,1.0000000000000007
12,0.14364862174566528,0.3749531357056136,1.0,1.0000000000000007
13,0.15835531841733794,0.42666715527561966,0.9797979797979798,1.0000000000000007
14,0.12981409265072902,0.33350270643525043,1.0,1.0000000000000007
15,0.13881913928500045,0.3780866302206698,0.98989898989899,1.0000000000000007
16,0.17947662949775034,0.4529596862339197,0.98989898989899,1.0000000000000007
17,0.0997271834210143,0.22433604299542118,1.0,1.0000000000000007
18,0.13983216790028474,0.3645380426607536,1.0,1.0000000000000007
19,0.20752221651346212,0.5114071741407024,0.9797979797979798,1.0000000000000007
20,0.693459254372882,0.563250086697879,0.9696969696969697,0.9794000000000005
21,0.16907743304002049,0.435643389351943,0.98989898989899,1.0000000000000007
22,0.15922526871686346,0.4138866639144152,0.98989898989899,1.0000000000000007
23,0.1199835480805051,0.31394436023032224,0.98989898989899,1.0000000000000007
24,0.24219272251629836,0.5325799914540452,0.9797979797979798,1.0000000000000007
25,0.18858469582322723,0.48618655117905346,0.9797979797979798,1.0000000000000007
26,0.21969071722261985,0.5216526586017161,0.9797979797979798,1.0000000000000007
27,0.09942584379880202,0.23283512757548963,0.98989898989899,1.0000000000000007
28,0.10973420701979018,0.26457026201144046,1.0,1.0000000000000007
29,0.10943857465567712,0.2754898823424089,0.98989898989899,1.0000000000000007
30,0.17735015711451396,0.46646983853686225,0.9797979797979798,1.0000000000000007
